Course,term,year,department,Enrollment,Workload,Overall
MUSIC 153: Jazz Harmony,fall,2014,MUSIC,30,3.3,5.0
MUSIC 15HFR: Harvard Glee Club,fall,2014,MUSIC,21,2.5,4.9
MUSIC 160R: Composition: Proseminar,fall,2014,MUSIC,7,7.0,4.8
MUSIC 16HFR: Radcliffe Choral Society,fall,2014,MUSIC,13,5.7,4.7
MUSIC 175R: Special Topics,fall,2014,MUSIC,8,5.7,4.4
MUSIC 189R: Chamber Music Performance,fall,2014,MUSIC,26,5.9,4.4
MUSIC 189RS: Chamber Music Performance,fall,2014,MUSIC,14,5.3,4.4
MUSIC 190GEW: Music in Islamic Contexts,fall,2014,MUSIC,12,7.5,3.8
MUSIC 193R: Topics in Music from 1800 to the Present: Proseminar,fall,2014,MUSIC,4,5.0,4.5
MUSIC 194R: Special Topics,fall,2014,MUSIC,12,4.2,4.3
MUSIC 201A: Current Methods in Historical Musicology,fall,2014,MUSIC,6,6.8,5.0
MUSIC 207R: Ethnomusicology: Seminar,fall,2014,MUSIC,4,8.5,4.0
MUSIC 216R: 18th-Century Music: Seminar,fall,2014,MUSIC,6,7.7,4.8
MUSIC 218R: 20th-Century Music: Seminar,fall,2014,MUSIC,9,5.0,5.0
MUSIC 230RS: Topics in Music Theory,fall,2014,MUSIC,5,6.7,5.0
MUSIC 250HF: Colloquium on Teaching Pedagogy,fall,2014,MUSIC,8,2.0,4.6
MUSIC 261R: Composition: Seminar,fall,2014,MUSIC,5,20.0,4.5
MUSIC 262R: Composition: Seminar,fall,2014,MUSIC,6,0.0,5.0
MUSIC 266R: Creative Music Seminar,fall,2014,MUSIC,5,5.5,4.7
MUSIC 271R: Fromm Seminar in Composition,fall,2014,MUSIC,4,15.0,3.0
MUSIC 280R: Theorizing Improvisation,fall,2014,MUSIC,6,13.2,4.5
MUSIC 4: Introduction to Composition,fall,2014,MUSIC,14,6.8,4.5
MUSIC 51A: Theory Ia,fall,2014,MUSIC,44,5.2,4.6
MUSIC 97C: Music History and Repertory: Music in Cross-Cultural Perspective,fall,2014,MUSIC,16,6.2,4.3
MUSIC BHF: Exercises in Tonal Writing and Analysis,fall,2014,MUSIC,8,3.0,4.0
NEC 97R: Group Tutorial - Sophomore Year,fall,2014,NEC,5,4.2,4.2
NEP 103A: Advanced Nepali,fall,2014,NEP,1,8.0,5.0
NEUROBIO 101HFA: Novel Therapeutics in the Central Nervous System,fall,2014,NEUROBIO,12,2.3,3.8
NEUROBIO 101HFB: Dopamine,fall,2014,NEUROBIO,12,2.0,5.0
NEUROBIO 101HFF: Seeing Time in the Brain,fall,2014,NEUROBIO,8,3.8,4.5
NEUROBIO 101HFI: The Neurobiology of Drug Addiction,fall,2014,NEUROBIO,9,2.8,4.6
"NEUROBIO 101HFJ: Brain Rhythms in Cognition, Mental Health & Epilepsy",fall,2014,NEUROBIO,11,4.9,4.5
NEUROBIO 101HFL: Building Blocks of Neural Networks: Synapses and Circuits in Heath and Psychiatric Disease,fall,2014,NEUROBIO,4,2.8,3.0
NEUROBIO 101HFM: Fundamentals of Computational Neuroscience,fall,2014,NEUROBIO,7,4.7,4.0
NEUROBIO 200: Neurobiology,fall,2014,NEUROBIO,12,7.9,3.6
NEUROBIO 220: Cellular Neurophysiology,fall,2014,NEUROBIO,26,8.6,4.0
NEUROBIO 230: Visual Object Recognition,fall,2014,NEUROBIO,8,3.6,3.8
NEUROBIO 301QC: Gene Therapy and Imaging for Nervous System Disorders,fall,2014,NEUROBIO,2,2.0,4.0
NEUROBIO 306QC: Quantitative Methods for Biologists,fall,2014,NEUROBIO,44,8.7,3.4
NEUROBIO 98R: Laboratory Research,fall,2014,NEUROBIO,38,13.5,4.6
OEB 10: Foundations of Biological Diversity,fall,2014,OEB,110,3.7,3.5
OEB 114: Vertebrate Viviparity,fall,2014,OEB,30,2.8,4.3
OEB 120: Plants and Climate,fall,2014,OEB,15,2.3,4.2
OEB 145: Genes and Behavior,fall,2014,OEB,14,3.0,3.7
OEB 153: Statistics for Biology,fall,2014,OEB,25,5.7,3.4
OEB 155R: Biology of Insects,fall,2014,OEB,12,6.2,4.3
OEB 216: Modern Conservation Biology,fall,2014,OEB,10,4.2,4.2
OEB 220R: Writing Fellowship and Grant Proposals for the Biological Sciences,fall,2014,OEB,5,7.8,5.0
OEB 399: Topics in Organismic and Evolutionary Biology,fall,2014,OEB,16,2.0,4.0
OEB 50: Genetics and Genomics,fall,2014,OEB,20,4.0,3.9
OEB 54: Biology of the Fungi,fall,2014,OEB,5,6.0,5.0
OEB 59: Plants and Human Affairs,fall,2014,OEB,49,2.5,3.9
PERSIAN A: Elementary Persian,fall,2014,PERSIAN,9,7.3,4.2
PERSIAN BA: Intermediate Persian I,fall,2014,PERSIAN,13,8.6,3.8
PHIL 101: Plato,fall,2014,PHIL,19,5.1,4.4
PHIL 117: Medieval Philosophy,fall,2014,PHIL,25,4.2,4.3
PHIL 139: Later Heidegger,fall,2014,PHIL,19,6.3,4.7
PHIL 13: Morality and Its Critics,fall,2014,PHIL,15,4.5,4.1
PHIL 159S: Skepticism,fall,2014,PHIL,8,5.0,4.6
PHIL 164: Metaphysics,fall,2014,PHIL,24,5.1,4.8
PHIL 173: Metaethics,fall,2014,PHIL,35,6.0,4.6
PHIL 175F: Justice and the Family: Proseminar,fall,2014,PHIL,9,3.4,4.4
PHIL 19: Introduction to Philosophy of Religion,fall,2014,PHIL,19,3.5,4.4
PHIL 252: The Ethics of Belief: Seminar,fall,2014,PHIL,10,5.3,4.2
PHIL 271: Political Philosophy: Seminar,fall,2014,PHIL,5,4.2,4.5
PHIL 276X: Bioethics: Seminar,fall,2014,PHIL,10,6.7,4.6
PHIL 311: Workshop in Moral and Political Philosophy,fall,2014,PHIL,16,0.0,2.0
PHIL 315HF: Instructional Styles in Philosophy,fall,2014,PHIL,6,1.0,2.0
PHIL 3: Introduction to the Problems of Philosophy,fall,2014,PHIL,42,4.9,4.0
PHIL 97: Tutorial I,fall,2014,PHIL,8,5.2,4.1
PHIL 98: Tutorial II,fall,2014,PHIL,10,5.4,4.4
PHYSCI 10: Quantum and Statistical Foundations of Chemistry,fall,2014,PHYSCI,34,8.8,4.4
"PHYSCI 12B: Electromagnetism and Statistical Physics from an Analytic, Numerical and Experimental Perspective",fall,2014,PHYSCI,64,9.2,3.3
"PHYSCI 2: Mechanics, Elasticity, Fluids, and Diffusion",fall,2014,PHYSCI,190,7.1,3.5
PHYSICS 140: Introduction to the Physics of Living Systems,fall,2014,PHYSICS,12,5.5,3.8
PHYSICS 143A: Quantum Mechanics I,fall,2014,PHYSICS,37,8.4,3.9
PHYSICS 143B: Quantum Mechanics II,fall,2014,PHYSICS,17,11.1,4.1
PHYSICS 145: Elementary Particle Physics,fall,2014,PHYSICS,4,7.5,4.2
PHYSICS 151: Mechanics,fall,2014,PHYSICS,22,13.6,3.9
PHYSICS 15A: Introductory Mechanics and Relativity,fall,2014,PHYSICS,78,11.9,4.0
PHYSICS 15B: Introductory Electromagnetism,fall,2014,PHYSICS,26,9.7,3.8
PHYSICS 15C: Wave Phenomena,fall,2014,PHYSICS,25,9.7,3.2
PHYSICS 16: Mechanics and Special Relativity,fall,2014,PHYSICS,46,11.9,3.7
PHYSICS 191R: Advanced Laboratory,fall,2014,PHYSICS,5,12.5,4.5
PHYSICS 195: Introduction to Solid State Physics,fall,2014,PHYSICS,8,11.2,3.8
PHYSICS 210: General Theory of Relativity,fall,2014,PHYSICS,35,12.4,4.3
PHYSICS 223: Electronics for Scientists,fall,2014,PHYSICS,5,6.0,4.0
PHYSICS 247R: Laboratory Course in Contemporary Physics,fall,2014,PHYSICS,1,10.0,4.0
PHYSICS 251A: Advanced Quantum Mechanics I,fall,2014,PHYSICS,35,9.9,3.8
PHYSICS 253A: Quantum Field Theory I,fall,2014,PHYSICS,31,15.8,4.6
PHYSICS 271: Topics in the Physics of Quantum Information,fall,2014,PHYSICS,13,7.6,4.1
PHYSICS 284: Strongly Correlated Systems in Atomic and Condensed Matter Physics,fall,2014,PHYSICS,18,7.0,3.9
PHYSICS 285A: Modern Atomic and Optical Physics I,fall,2014,PHYSICS,13,11.3,4.5
PHYSICS 287A: Introduction to String Theory,fall,2014,PHYSICS,8,22.0,3.5
"PHYSICS 289R: Euclidean Random Fields, Relativistic Quantum Fields and Positive Temperature",fall,2014,PHYSICS,3,7.5,4.5
PHYSICS 295B: Quantum Theory of Solids,fall,2014,PHYSICS,13,8.0,4.5
PHYSICS 305B: Experimental High Energy Physics,fall,2014,PHYSICS,2,50.0,5.0
PHYSICS 95: Topics in Current Research,fall,2014,PHYSICS,4,3.8,5.0
PLSH A: Elementary Polish,fall,2014,PLSH,4,5.0,4.0
PORTUG 123A: Portuguese Literary Studies I,fall,2014,PORTUG,7,4.2,5.0
PORTUG 40: Images of Brazil: Contemporary Brazilian Cinema,fall,2014,PORTUG,6,3.8,4.5
PORTUG AA: Beginning Portuguese I,fall,2014,PORTUG,14,2.7,4.4
PORTUG AC: Beginning Portuguese for Spanish Speakers I,fall,2014,PORTUG,39,4.8,4.0
PORTUG C: Intermediate Portuguese,fall,2014,PORTUG,12,4.8,4.5
PSY 1005: Health Psychology,fall,2014,PSY,55,1.8,3.4
"PSY 1008: Impediments to Excelling: Social Threat, Ostracism, Anxiety, and Choking",fall,2014,PSY,16,3.5,4.5
PSY 1201: Your Brain on Drugs: Psychopharmacology,fall,2014,PSY,82,3.5,4.1
PSY 1304: Brain Damage as a Window into the Mind: Cognitive Neuropsychology,fall,2014,PSY,10,2.8,4.5
PSY 1305: Evolution and Cognition,fall,2014,PSY,21,3.1,3.8
PSY 1352: Foundations of Cognitive Neuroscience Research,fall,2014,PSY,7,3.2,4.8
PSY 14: Cognitive Neuroscience,fall,2014,PSY,28,3.8,3.8
PSY 1502: Cultural Psychology: Exploring Social Identities in the U.S. and Beyond,fall,2014,PSY,22,3.2,4.4
PSY 1504: Social Cognition: Making Sense of our Social World,fall,2014,PSY,10,4.5,4.3
PSY 1508: How to Nudge: Using Social Psychology and Decision Science to Change Behavior and Policy,fall,2014,PSY,36,3.1,3.9
PSY 15: Social Psychology,fall,2014,PSY,166,3.5,4.4
PSY 1652R: Laboratory in Early Cognitive Development,fall,2014,PSY,5,6.0,3.7
"PSY 1750: Free Will, Responsibility, and Law",fall,2014,PSY,16,5.2,4.6
PSY 1852: Clinical Psychology in Everyday Life,fall,2014,PSY,20,3.2,4.6
PSY 18: Abnormal Psychology,fall,2014,PSY,199,3.1,4.6
PSY 1900: Introduction to Statistics for the Behavioral Sciences,fall,2014,PSY,75,2.4,3.4
PSY 1901: Methods of Behavioral Research,fall,2014,PSY,29,2.1,3.4
PSY 1950: Intermediate Statistical Analysis in Psychology,fall,2014,PSY,28,4.2,4.8
PSY 2010: Contemporary Topics in Psychological Research,fall,2014,PSY,14,3.7,3.8
PSY 2050: History of Psychology: Seminar,fall,2014,PSY,12,2.7,4.0
PSY 2160R: Laboratory for Affective and Developmental Neuroscience,fall,2014,PSY,5,6.3,5.0
PSY 2170: Developmental Proseminar,fall,2014,PSY,15,15.2,4.6
PSY 2356R: Visual Cognition: Research Seminar,fall,2014,PSY,7,2.0,4.8
PSY 2358R: Memory: Research Seminar,fall,2014,PSY,8,7.7,4.8
PSY 2410R: Laboratory Research on Emotional Disorders,fall,2014,PSY,12,7.8,4.7
PSY 2420: Cognitive-Behavioral Treatment of Psychological Disorders,fall,2014,PSY,7,7.0,4.0
PSY 2436R: Social Neuroscience and Psychopathology Laboratory,fall,2014,PSY,8,0.0,5.0
PSY 2446R: Clinical Research Laboratory,fall,2014,PSY,6,0.0,4.7
PSY 2450: Affective and Social Neuroscience,fall,2014,PSY,5,12.0,5.0
PSY 2461R: Laboratory for Clinical and Developmental Research,fall,2014,PSY,8,3.7,5.0
PSY 2464R: Research Methods in Child & Adolescent Clinical Psychology,fall,2014,PSY,4,1.0,4.0
PSY 2553R: Behavioral Insights Group Research Seminar,fall,2014,PSY,23,6.4,4.1
PSY 2554R: Moral Cognition: Research Seminar,fall,2014,PSY,5,8.0,4.0
PSY 2560R: Laboratory in Social Cognition,fall,2014,PSY,5,3.3,4.7
PSY 2570R: Intergroup Relations: Research Seminar,fall,2014,PSY,9,5.5,5.0
PSY 2580R: Affective Forecasting: Research Seminar,fall,2014,PSY,18,6.7,4.7
PSY 2640R: The Understand Seminar,fall,2014,PSY,5,6.5,5.0
"PSY 2661R: Research Seminar in Nonverbal Behavior, Social Perception, and Psychophysiology",fall,2014,PSY,2,5.5,5.0
PSY 2670A: Decision Making and the Psychology of Possibility,fall,2014,PSY,15,2.9,4.6
PSY 3200: Research Seminar in Clinical Science,fall,2014,PSY,17,0.0,5.0
PSY 3220: Developmental Studies: Seminar,fall,2014,PSY,12,0.0,4.7
"PSY 3340: Research Seminar in Cognition, Brain, and Behavior",fall,2014,PSY,17,1.7,4.2
PSY 3420: Research Workshop in Social Psychology,fall,2014,PSY,25,2.0,5.0
PSY 3555: Instructional Styles in Psychology,fall,2014,PSY,15,1.0,4.0
PSY 971: Contemporary Issues in Psychology: Intensive Cross-level Analyses,fall,2014,PSY,22,5.3,4.4
PSY 975: Contemporary Issues in Psychology: Intensive Cross-level Analyses for Cognitive Neuroscience and Evo,fall,2014,PSY,7,5.3,4.7
PSY 980F: Animal Cognition,fall,2014,PSY,14,2.9,4.4
PSY 980H: In the Presence of the Enemy: Social-Psychological Approaches to Intergroup Conflict,fall,2014,PSY,10,4.2,4.2
PSY 980O: Perception and Imagination,fall,2014,PSY,10,4.2,4.7
PSY 980U: Psychological Challenges of Adolescence and Early Adulthood,fall,2014,PSY,16,4.5,4.7
RELIGION 1080: Modern States and Religion,fall,2014,RELIGION,14,10.2,4.8
RELIGION 13: Scriptures and Classics,fall,2014,RELIGION,18,5.5,4.5
RELIGION 1444: God and Money,fall,2014,RELIGION,7,3.2,3.5
RELIGION 2001: The History of the Study of Religion,fall,2014,RELIGION,12,11.8,4.2
"RELIGION 20: Ethnographies of Religion, Texts and Contexts",fall,2014,RELIGION,7,6.5,4.7
RELIGION 40: Incarnation and Desire: An Introduction to Christianity,fall,2014,RELIGION,29,4.6,4.5
"RELIGION 46: The Letters of Paul: Ethnicity, Sex, Ethics, and the End of the World",fall,2014,RELIGION,9,4.0,4.6
RELIGION 99: Tutorial - Senior Year,fall,2014,RELIGION,5,6.0,5.0
ROM-STD 201: Questions of Theory,fall,2014,ROM-STD,8,13.3,4.2
RUSS 101: Advanced Russian I,fall,2014,RUSS,9,6.3,3.8
RUSS 102R: Advanced Russian: Introduction to the Language of Social Sciences and the Media,fall,2014,RUSS,6,0.0,3.0
RUSS 111: Advanced Russian: Readings in Russian/Post-Soviet Studies,fall,2014,RUSS,9,6.0,4.6
RUSS 113: Advanced Russian: Readings in Russian Literature,fall,2014,RUSS,6,5.0,4.5
RUSS A: Elementary Russian,fall,2014,RUSS,22,8.2,4.8
RUSS AAB: Elementary Russian (Intensive),fall,2014,RUSS,6,9.8,5.0
RUSS AT: Elementary Russian through Authentic Texts (Russian through Pushkin),fall,2014,RUSS,4,10.0,4.5
RUSS B: Intermediate Russian,fall,2014,RUSS,7,7.8,4.6
RUSS BT: Intermediate Russian through Authentic Texts (Russian through Bulgakov),fall,2014,RUSS,6,11.3,4.0
SANSKRIT 101A: Elementary Sanskrit,fall,2014,SANSKRIT,15,10.3,4.9
SANSKRIT 102AR: Intermediate Sanskrit I,fall,2014,SANSKRIT,12,4.3,4.8
SANSKRIT 106A: Readings from the Brahmanas and Upanisads,fall,2014,SANSKRIT,2,0.0,5.0
SANSKRIT 200AR: Advanced Poetic Sanskrit,fall,2014,SANSKRIT,9,11.5,5.0
SANSKRIT 250R: Nth Year Sanskrit: Seminar,fall,2014,SANSKRIT,4,10.0,5.0
SAS 100R: South Asian Language Tutorials,fall,2014,SAS,8,3.8,4.4
"SAS 123: Bollywood and Beyond: Commercial Cinema, Language and Culture in South Asia",fall,2014,SAS,15,5.1,4.9
SAS 198: The Middle Way Philosophy of Candrakirti,fall,2014,SAS,1,4.0,4.0
SAS 199: Modern India Through Narrative Forms,fall,2014,SAS,5,7.2,4.2
SAS 220R: Brahmanas: Seminar,fall,2014,SAS,2,2.0,5.0
SAS 99R: Tutorial - Senior Year,fall,2014,SAS,1,0.0,4.0
SCAND 90R.A: Danish,fall,2014,SCAND,3,4.7,5.0
SCAND 90R.B: Finnish,fall,2014,SCAND,3,2.0,5.0
SCAND 90R.C: Norwegian,fall,2014,SCAND,3,3.0,4.0
SCAND 90R: Scandinavian Language Tutorial,fall,2014,SCAND,2,6.0,4.0
SCILIVSY 11: Molecules of Life,fall,2014,SCILIVSY,79,3.4,4.1
SCILIVSY 12: Understanding Darwinism,fall,2014,SCILIVSY,116,3.0,4.0
SCILIVSY 20: Psychological Science,fall,2014,SCILIVSY,219,3.5,4.0
SCILIVSY 22: Human Influence on Life in the Sea,fall,2014,SCILIVSY,15,3.7,4.1
"SCILIVSY 26: The Toll of Infection: Understanding Disease in Scientific, Social, and Cultural Contexts",fall,2014,SCILIVSY,31,4.4,4.0
SCIPHUNV 12: Natural Disasters,fall,2014,SCIPHUNV,56,2.4,4.3
SCIPHUNV 14: How to Build a Habitable Planet,fall,2014,SCIPHUNV,68,4.2,3.1
SCIPHUNV 20: What is Life? From Quarks to Consciousness,fall,2014,SCIPHUNV,20,3.5,4.3
SCIPHUNV 21: Stellar Understanding of the Cosmos,fall,2014,SCIPHUNV,9,4.0,4.0
SCIPHUNV 27: Science and Cooking: From Haute Cuisine to Soft Matter Science,fall,2014,SCIPHUNV,152,5.3,4.0
SCIPHUNV 29: The Climate-Energy Challenge,fall,2014,SCIPHUNV,62,3.5,4.0
SCRB 10: Human Developmental and Regenerative Biology,fall,2014,SCRB,74,6.2,4.1
SCRB 130: Biomedical Entrepreneuring: Turning Ideas into Medicine,fall,2014,SCRB,11,4.3,4.6
SCRB 175: Glucose: From Molecule to Society,fall,2014,SCRB,21,3.6,5.0
"SCRB 190: Understanding Aging: Degeneration, Regeneration, and the Scientific Search for the Fountain of Youth",fall,2014,SCRB,25,3.4,4.0
SCRB 230: Principles and Practice of Drug Development,fall,2014,SCRB,30,2.4,3.9
SHBT 200: Acoustics of Speech and Hearing,fall,2014,SHBT,8,12.0,4.0
SHBT 201: Biology of the Inner Ear,fall,2014,SHBT,10,11.5,4.7
SHBT 301QC: Speech and Hearing Laboratory Visits,fall,2014,SHBT,8,0.0,5.0
SLAVIC 156: Nabokov: A Cross-Cultural Perspective after the Cold War,fall,2014,SLAVIC,5,5.0,5.0
SLAVIC 158: Gogol's Short Fiction,fall,2014,SLAVIC,1,,
SLAVIC 167: Revolutionary Ukraine: Between the Russian Revolution and the Euromaidan of 2014,fall,2014,SLAVIC,1,0.0,5.0
SLAVIC 173: Polish Romanticism,fall,2014,SLAVIC,1,0.0,5.0
SLAVIC 184: The Catastrophic Imagination: Russian Literature in the Age of Revolution,fall,2014,SLAVIC,3,5.0,3.5
SLAVIC 185: 18th-Century Russian Literature: Seminar,fall,2014,SLAVIC,3,6.0,5.0
"SLAVIC 270HF: Mapping Cultural Space: Sites, Systems & Practices across Eurasia",fall,2014,SLAVIC,6,3.7,3.7
SLAVIC 98: Tutorial - Junior Year,fall,2014,SLAVIC,1,4.0,5.0
SOC-STD 10A: Introduction to Social Studies,fall,2014,SOC-STD,121,8.5,4.1
SOC-STD 98AB: Science and Democracy in Modern America,fall,2014,SOC-STD,6,5.0,4.0
SOC-STD 98AX: Development and Modernization: A Critical Perspective,fall,2014,SOC-STD,9,7.8,4.8
SOC-STD 98EO: Culture and Society,fall,2014,SOC-STD,8,6.0,4.0
SOC-STD 98JL: Global Social Movements,fall,2014,SOC-STD,3,5.3,4.0
SOC-STD 98LF: Globalization and the Nation State,fall,2014,SOC-STD,7,7.0,5.0
SOC-STD 98LI: Protest and Conflict in Asia,fall,2014,SOC-STD,4,4.5,4.8
SOC-STD 98MI: Migration in Theory and Practice,fall,2014,SOC-STD,9,5.0,4.4
SOC-STD 98NA: The American Ghetto,fall,2014,SOC-STD,7,9.0,5.0
SOC-STD 98NB: Inequality and Social Mobility in America,fall,2014,SOC-STD,10,5.5,4.6
"SOC-STD 98ND: Mass Violence, Memory, and Reconciliation",fall,2014,SOC-STD,3,11.0,4.5
SOC-STD 98NG: Heidegger and Social Thought,fall,2014,SOC-STD,8,5.4,4.6
SOC-STD 98NW: Health Care in America,fall,2014,SOC-STD,10,7.0,4.8
SOC-STD 98OA: Human Rights in Africa,fall,2014,SOC-STD,8,9.2,4.8
SOC-STD 98OC: Religion and Secularism in a Global World,fall,2014,SOC-STD,5,7.3,3.0
SOCIOL 115: Media and Popular Culture,fall,2014,SOCIOL,52,3.7,4.1
SOCIOL 128: Models of Social Science Research,fall,2014,SOCIOL,68,2.8,3.6
"SOCIOL 132: Food, Culture, and Globalization",fall,2014,SOCIOL,14,4.2,3.7
SOCIOL 135: Education and Culture,fall,2014,SOCIOL,19,3.8,3.2
SOCIOL 139: Economic Sociology: Global Perspectives,fall,2014,SOCIOL,22,4.7,4.1
"SOCIOL 158: Sex, Gender, Sexuality",fall,2014,SOCIOL,29,3.5,4.3
SOCIOL 165: Inequalities in Health Care,fall,2014,SOCIOL,25,3.6,4.1
"SOCIOL 167: Art, Crime and Law",fall,2014,SOCIOL,20,3.0,4.2
SOCIOL 173: The Sociological Eye: Learning about Society and Culture through Films,fall,2014,SOCIOL,32,4.6,4.2
SOCIOL 181: Social Change in Modern Korea,fall,2014,SOCIOL,17,4.0,4.6
"SOCIOL 193: Crime, Community, and Public Policy",fall,2014,SOCIOL,36,3.2,4.2
SOCIOL 202: Intermediate Quantitative Research Methods,fall,2014,SOCIOL,12,9.2,4.5
SOCIOL 203A: Advanced Quantitative Research Methods,fall,2014,SOCIOL,21,8.2,4.5
SOCIOL 206: The Sociology of Development: Seminar,fall,2014,SOCIOL,6,16.0,3.5
"SOCIOL 221: Immigration, Identity and Assimilation: Seminar",fall,2014,SOCIOL,15,9.5,4.5
"SOCIOL 22: Men, Women, and Work",fall,2014,SOCIOL,31,4.3,3.1
SOCIOL 243: Economic Sociology,fall,2014,SOCIOL,12,13.3,3.8
"SOCIOL 248: Race, Politics, and Social Inequality: Seminar",fall,2014,SOCIOL,20,5.4,4.4
SOCIOL 24: Introduction to Social Inequality,fall,2014,SOCIOL,35,6.1,4.0
SOCIOL 259: Policing Urban Communities,fall,2014,SOCIOL,7,6.3,5.0
SOCIOL 26: Introduction to Global Social Change,fall,2014,SOCIOL,36,3.7,4.2
SOCIOL 296A: Proseminar on Inequality & Social Policy I,fall,2014,SOCIOL,13,7.5,4.2
SOCIOL 29: Introduction to Urban Sociology,fall,2014,SOCIOL,36,4.1,3.9
SOCIOL 310: Qualifying Paper,fall,2014,SOCIOL,13,0.0,4.2
SOCIOL 97: Tutorial in Sociological Theory,fall,2014,SOCIOL,19,5.2,4.5
"SOCIOL 98KA: Arts, Culture, and Urban Neighborhoods",fall,2014,SOCIOL,8,4.6,4.5
"SOCIOL 98WB: Race, Poverty, and Justice",fall,2014,SOCIOL,9,4.0,4.2
SOCIOL 98WC: Sports and Society,fall,2014,SOCIOL,10,3.3,4.5
SOCWORLD 12: China,fall,2014,SOCWORLD,18,6.0,3.8
SOCWORLD 14: The British Empire,fall,2014,SOCWORLD,144,4.5,4.1
SOCWORLD 21: China's Two Social Revolutions,fall,2014,SOCWORLD,28,3.7,3.3
SOCWORLD 25: Case Studies in Global Health: Biosocial Perspectives,fall,2014,SOCWORLD,190,5.0,4.4
SOCWORLD 30: Moctezuma's Mexico: Then and Now (2012)!,fall,2014,SOCWORLD,120,3.4,3.2
"SOCWORLD 34: The Caribbean: Globalization, Socio-Economic Development & Cultural Adaptation",fall,2014,SOCWORLD,53,2.6,3.9
SOCWORLD 43: Japan's Samurai Revolution,fall,2014,SOCWORLD,34,5.6,4.3
SOCWORLD 47: Contemporary South Asia: Entrepreneurial Solutions to Intractable Social & Economic Problems,fall,2014,SOCWORLD,26,3.5,4.0
SOCWORLD 50: Political Corruption,fall,2014,SOCWORLD,42,4.1,3.8
SOCWORLD 51: Politics of Nature,fall,2014,SOCWORLD,59,4.3,3.6
SPANSH 109: Displacing Spain: Workshop on 20th and 21st-Century Transatlantic Poetry,fall,2014,SPANSH,8,5.3,5.0
SPANSH 120: Medieval Spain in the Poem of the Cid,fall,2014,SPANSH,5,4.8,5.0
SPANSH 171: Barcelona and the Catalan Culture,fall,2014,SPANSH,8,3.3,4.3
SPANSH 194: The Borges Machine,fall,2014,SPANSH,24,4.3,4.7
SPANSH 201: Historia de la lengua española,fall,2014,SPANSH,14,3.5,4.4
"SPANSH 254: Imagining Caribbean Communities: Border, Nations, and Diaspora in Contemporary Hispanic Caribbean Li",fall,2014,SPANSH,6,10.3,4.3
SPANSH 285R: Spanish Literature: Seminar: Filming the Text,fall,2014,SPANSH,6,6.7,4.8
SPANSH 30: Advanced Spanish Language I: Four Countries and their Cultures,fall,2014,SPANSH,81,4.9,4.2
SPANSH 35: Spanish for Latino Students,fall,2014,SPANSH,9,5.0,5.0
SPANSH 40: Advanced Spanish Language II: Viewing the Hispanic World,fall,2014,SPANSH,61,4.5,4.4
SPANSH 50: Writing and Performance,fall,2014,SPANSH,61,5.2,3.8
SPANSH 59: Spanish and the Community,fall,2014,SPANSH,14,5.2,4.8
SPANSH 61N: Advanced Spanish Language and Culture: The Ethics of Business,fall,2014,SPANSH,22,4.7,4.2
"SPANSH 70A: Heroes, Rogues, Lovers, Rebels, Saints: Voices from Medieval and Early Modern Spain",fall,2014,SPANSH,11,5.8,4.3
"SPANSH 90NP: Invaders as Ancestors, Gods and Vampires",fall,2014,SPANSH,6,6.8,4.0
